,index_jjj,index_spotify,year_x,title,artist,duration,country,position of year,name,artists,year_y,release_date,duration_ms,valence,danceability,speechiness
679,1405,17044,2007,The Pretender,Foo Fighters,4:33,USA,6,The Pretender,['Foo Fighters'],2007,2007-09-25,269373,0.365,0.433,0.0431
680,1406,15851,2007,"Harder, Better, Faster,   Stronger (Alive 2007 Radio Edit)",Daft Punk,3:34,France,7,"Harder, Better, Faster, Stronger",['Daft Punk'],2001,2001-03-07,224693,0.6920000000000001,0.8170000000000001,0.14400000000000002
681,1407,17080,2007,Hang Me Up To Dry,Cold War Kids,3:39,USA,8,Hang Me Up To Dry,['Cold War Kids'],2007,2007-05-11,218787,0.645,0.509,0.031
682,1411,36016,2007,Let's Dance To Joy Division,The Wombats,3:11,England,12,Let's Dance to Joy Division,['The Wombats'],2007,2007-07-09,191293,0.764,0.397,0.102
683,1412,36104,2007,Ruby,Kaiser Chiefs,3:25,England,13,Ruby,['Kaiser Chiefs'],2007,2007-02-26,202800,0.401,0.44299999999999995,0.0501
684,1416,17011,2007,Paper Planes,M.I.A.,3:25,England,17,Paper Planes,['M.I.A.'],2007,2007-08-20,205200,0.485,0.447,0.222
685,1419,17008,2007,Stronger,Kanye West,5:12,USA,20,Stronger,['Kanye West'],2007,2007-09-11,311867,0.49,0.617,0.153
686,1420,95922,2007,The Salmon Dance (feat.   Fatlip),The Chemical Brothers,3:40,England,21,The Sage,"['The Chico Hamilton Quintet', 'Buddy Collette']",1956,1956-10-24,217787,0.125,0.18,0.0363
687,1422,17078,2007,Icky Thump,The White Stripes,4:15,USA,23,Icky Thump,['The White Stripes'],2007,2007-06-15,254533,0.341,0.41700000000000004,0.0898
688,1423,153105,2007,Hunting For Witches,Bloc Party,3:32,England,24,Hunting for Witches,['Bloc Party'],2007,2007-02-06,210147,0.743,0.5579999999999999,0.073
689,1427,16878,2007,Lazy Eye,Silversun Pickups,5:54,USA,28,Lazy Eye,['Silversun Pickups'],2006,2006-07-25,354360,0.243,0.633,0.0461
690,1432,72468,2007,Fans,Kings Of Leon,3:36,USA,33,Fans,['Kings of Leon'],2007,2007-04-02,216400,0.354,0.41600000000000004,0.0366
691,1433,17112,2007,1234,Feist,3:06,Canada,34,1234,['Feist'],2007,2007-01-01,183667,0.5760000000000001,0.71,0.049
692,1434,17194,2007,D.A.N.C.E,Justice,4:02,France,35,D.A.N.C.E,['Justice'],2007,2007-06-11,242267,0.496,0.613,0.278
693,1438,106404,2007,Hearts On Fire,Cut Copy,4:53,Australia,39,Hearts On Fire,['Cut Copy'],2008,2008-01-01,292547,0.731,0.581,0.0498
694,1440,17100,2007,Dashboard,Modest Mouse,4:06,USA,41,Dashboard,['Modest Mouse'],2007,2007-03-20,246173,0.96,0.639,0.0371
695,1441,72509,2007,Back In Your Head,Tegan And Sara,3:00,Canada,42,Back in Your Head,['Tegan and Sara'],2007,2007-07-24,180533,0.8170000000000001,0.752,0.0284
696,1442,17091,2007,Superstar (feat. Matthew   Santos),Lupe Fiasco,4:49,USA,43,Superstar (feat. Matthew Santos),"['Lupe Fiasco', 'Matthew Santos']",2007,2007-01-01,289000,0.47200000000000003,0.5720000000000001,0.361
697,1443,16809,2007,Teenagers,My Chemical Romance,2:42,USA,44,Teenagers,['My Chemical Romance'],2006,2006-10-23,161920,0.856,0.46299999999999997,0.0632
698,1448,17030,2007,Fluorescent Adolescent,Arctic Monkeys,2:58,England,49,Fluorescent Adolescent,['Arctic Monkeys'],2007,2007-04-24,173493,0.821,0.6459999999999999,0.0288
699,1453,54710,2007,Golden Skans,Klaxons,2:46,England,54,Golden Skans,['Klaxons'],2007,2007,165120,0.713,0.46299999999999997,0.0381
700,1457,167723,2007,Invincible,Muse,5:00,England,58,Invincible,['Muse'],2006,2006-06-19,301386,0.19,0.226,0.0433
701,1458,17114,2007,Chelsea Dagger,The Fratellis,3:35,Scotland,59,Chelsea Dagger,['The Fratellis'],2007,2007-01-01,215173,0.552,0.512,0.142
702,1459,122299,2007,Charmer,Kings Of Leon,2:57,USA,60,Charmer,['Kings of Leon'],2007,2007-04-02,176893,0.485,0.396,0.153
703,1463,17192,2007,Australia,The Shins,3:57,USA,64,Australia,['The Shins'],2007,2007-01-23,236712,0.87,0.41600000000000004,0.0384
704,1466,16881,2007,Rehab (feat. Jay-Z) (Remix),Amy Winehouse,3:53,England,67,Rehab,['Amy Winehouse'],2006,2006-10-27,213760,0.732,0.434,0.0702
705,1468,89603,2007,Pogo,Digitalism,3:47,Germany,69,Pogo,['Digitalism'],2007,2007-05-09,226467,0.392,0.40299999999999997,0.0447
706,1469,89724,2007,The Con,Tegan And Sara,3:29,Canada,70,The Con,['Tegan and Sara'],2007,2007-07-24,209267,0.7040000000000001,0.568,0.0316
707,1471,138166,2007,Down The Line,José González,3:11,Sweden,72,Down The Line,['José González'],2007,2007-09-24,192907,0.63,0.5379999999999999,0.0318
708,1474,138088,2007,Shoot The Runner,Kasabian,3:27,England,75,Shoot the Runner,['Kasabian'],2006,2006-09-19,207373,0.54,0.51,0.10800000000000001
709,1477,17197,2007,Brianstorm,Arctic Monkeys,2:50,England,78,Brianstorm,['Arctic Monkeys'],2007,2007-04-24,170253,0.435,0.42100000000000004,0.212
710,1480,54799,2007,No Cars Go,Arcade Fire,5:44,Canada,81,No Cars Go,['Arcade Fire'],2007,2007,343627,0.29100000000000004,0.324,0.0371
711,1481,54778,2007,Long Road To Ruin,Foo Fighters,3:45,USA,82,Long Road To Ruin,['Foo Fighters'],2007,2007-09-25,224880,0.365,0.401,0.0401
712,1488,89743,2007,"Sick, Sick, Sick",Queens Of The Stone Age,3:35,USA,89,"Sick, Sick, Sick",['Queens of the Stone Age'],2007,2007-01-01,214733,0.139,0.40299999999999997,0.107
713,1493,35954,2007,Jigsaw Falling Into Place,Radiohead,4:09,England,94,Jigsaw Falling Into Place,['Radiohead'],2007,2007-12-28,248893,0.8079999999999999,0.461,0.0481
714,1494,35913,2007,Samson,Regina Spektor,3:11,USA,95,Samson,['Regina Spektor'],2006,2006-06-13,189507,0.184,0.49,0.0421
715,1497,72611,2007,The Heinrich Maneuver,Interpol,3:29,USA,98,The Heinrich Maneuver,['Interpol'],2007,2007-07-10,208413,0.48,0.506,0.0841
716,1498,54689,2007,Tick Tick Boom,The Hives,3:25,Sweden,99,Tick Tick Boom,['The Hives'],2007,2007-01-01,205413,0.498,0.565,0.113
717,1500,89663,2007,Foundations,Kate Nash,4:05,England,101,Foundations,['Kate Nash'],2007,2007-01-01,245120,0.871,0.573,0.0616
718,1501,17221,2008,Sex On   Fire,Kings Of Leon,3:24,USA,1,Sex on Fire,['Kings of Leon'],2008,2008-09-23,203347,0.374,0.542,0.054000000000000006
719,1502,17010,2008,Electric Feel,MGMT,3:49,USA,2,Electric Feel,['MGMT'],2007,2007-12-14,229640,0.5589999999999999,0.763,0.035
720,1503,17239,2008,Use Somebody,Kings Of Leon,3:54,USA,3,Use Somebody,['Kings of Leon'],2008,2008-09-23,230760,0.17300000000000001,0.276,0.0432
721,1504,17216,2008,Walking On A Dream,Empire Of The Sun,3:19,Australia,4,Walking On A Dream,['Empire of the Sun'],2008,2008-10-03,198440,0.716,0.871,0.0458
722,1505,17018,2008,Kids,MGMT,5:04,USA,5,Kids,['MGMT'],2007,2007-12-14,302840,0.172,0.451,0.0719
723,1509,54975,2008,That's Not My Name,The Ting Tings,5:06,England,9,That's Not My Name,['The Ting Tings'],2008,2008-05-19,310573,0.9590000000000001,0.755,0.0893
724,1510,153156,2008,Jimmy Recard,Drapht,3:34,Australia,10,Jimmy Recard,['Drapht'],2008,2008-05-10,214227,0.685,0.555,0.303
725,1511,138544,2008,My Delirium,Ladyhawke,4:15,New Zealand,11,My Delirium,['Ladyhawke'],2008,2008-01-01,255747,0.447,0.45,0.0474
726,1515,89768,2008,Lights & Music,Cut Copy,4:37,Australia,15,Lights & Music,['Cut Copy'],2008,2008-01-01,277360,0.5429999999999999,0.612,0.0412
727,1516,72679,2008,You Don't Know Me (feat.   Regina Spektor),Ben Folds,3:12,USA,16,You Don't Know Me,"['Ben Folds', 'Regina Spektor']",2008,2008-09-29,189693,0.8290000000000001,0.807,0.0419
728,1517,123114,2008,Dance Wiv Me (feat. Calvin   Harris & Chrome),Dizzee Rascal,3:23,England,17,Dance Wiv Me - Radio Edit,"['Dizzee Rascal', 'Calvin Harris', 'Chrome']",2011,2011-01-01,204093,0.792,0.878,0.0451
729,1518,17049,2008,Time To Pretend,MGMT,4:21,USA,18,Time to Pretend,['MGMT'],2007,2007-12-14,261000,0.42100000000000004,0.43799999999999994,0.0452
730,1521,17230,2008,Skinny Love,Bon Iver,3:59,USA,21,Skinny Love,['Bon Iver'],2008,2008-02-19,238520,0.109,0.593,0.0567
731,1524,17387,2008,Closer,Kings Of Leon,4:00,USA,24,Closer,['Kings of Leon'],2008,2008-09-23,237480,0.235,0.39799999999999996,0.0392
732,1530,17382,2008,Oxford Comma,Vampire Weekend,3:16,USA,30,Oxford Comma,['Vampire Weekend'],2008,2008-01-29,195733,0.9740000000000001,0.6940000000000001,0.0517
733,1532,17250,2008,A-Punk,Vampire Weekend,2:18,USA,32,A-Punk,['Vampire Weekend'],2008,2008-01-29,137760,0.857,0.5479999999999999,0.0499
734,1533,89879,2008,Always Where I Need To Be,The Kooks,2:42,England,33,Always Where I Need To Be,['The Kooks'],2008,2008-01-01,161720,0.882,0.331,0.0663
735,1536,16635,2008,I Will Possess Your Heart,Death Cab For Cutie,8:26,USA,36,I Will Follow You into the Dark,['Death Cab for Cutie'],2005,2005-08-29,189187,0.489,0.517,0.0421
736,1543,123027,2008,Ghosts,Laura Marling,3:01,England,43,Ghosts,['Laura Marling'],2011,2011-07-25,179960,0.75,0.46299999999999997,0.048
737,1546,106633,2008,The Fear,Lily Allen,3:27,England,46,The Fear,['Lily Allen'],2009,2009-01-26,207120,0.522,0.6609999999999999,0.0404
738,1549,122366,2008,Young Love (feat. Laura   Marling),Mystery Jets,3:23,England,49,Young Love (feat. Laura Marling),"['Mystery Jets', 'Laura Marling']",2008,2008-03-21,202293,0.753,0.63,0.0869
739,1552,17302,2008,Human ,The Killers,4:06,USA,52,Human,['The Killers'],2008,2008-11-18,245373,0.5820000000000001,0.557,0.0601
740,1557,36234,2008,L.E.S. Artistes,Santigold,3:25,USA,57,L.E.S. Artistes,['Santigold'],2008,2008-04-29,204907,0.726,0.8690000000000001,0.034
741,1558,36300,2008,Cape Cod Kwassa Kwassa,Vampire Weekend,3:35,USA,58,Cape Cod Kwassa Kwassa,['Vampire Weekend'],2008,2008-01-29,214707,0.794,0.852,0.0413
742,1560,168136,2008,The Most Beautiful Girl (In   The Room),Flight Of The Conchords,4:02,New Zealand,60,The Most Beautiful Girl (In The Room),['Flight of the Conchords'],2008,2008-04-22,242160,0.722,0.8170000000000001,0.23800000000000002
743,1565,17350,2008,White Winter Hymnal,Fleet Foxes,2:27,USA,65,White Winter Hymnal,['Fleet Foxes'],2008,2008-06-03,147027,0.68,0.628,0.0268
744,1567,153275,2008,Hiphopoptamus Vs. Rhymenoceros   (feat. Hiphopopotamus & Rhymenoceros),Flight Of The Conchords,2:09,New Zealand,67,Hiphopopotamus vs. Rhymenoceros,['Flight of the Conchords'],2008,2008-04-22,129107,0.701,0.8270000000000001,0.34700000000000003
745,1568,36201,2008,We Are The People,Empire Of The Sun,4:27,Australia,68,We Are The People,['Empire of the Sun'],2008,2008-10-03,267373,0.534,0.675,0.0306
746,1569,72782,2008,Ready For The Floor,Hot Chip,3:53,England,69,Ready For The Floor,['Hot Chip'],2008,2008-01-21,234240,0.937,0.764,0.0413
747,1570,72747,2008,Crawl,Kings Of Leon,4:09,USA,70,Crawl,['Kings of Leon'],2008,2008-09-23,246413,0.322,0.33399999999999996,0.0751
748,1571,122337,2008,One (Blake's Got A New Face),Vampire Weekend,3:13,USA,71,One (Blake's Got A New Face),['Vampire Weekend'],2008,2008-01-29,193000,0.743,0.89,0.0432
749,1572,36074,2008,No One's Gonna Love You,Band Of Horses,3:39,USA,72,No One's Gonna Love You,['Band of Horses'],2007,2007-10-09,217333,0.363,0.313,0.0294
750,1573,36229,2008,Spaceman,The Killers,4:45,USA,73,Spaceman,['The Killers'],2008,2008-11-18,284547,0.8029999999999999,0.525,0.0532
751,1574,89781,2008,I'm Not Gonna Teach Your   Boyfriend How To Dance With You,Black Kids,3:38,USA,74,I'm Not Gonna Teach Your Boyfriend How to Dance with You,['Black Kids'],2008,2008-07-22,217707,0.775,0.478,0.047
752,1575,36285,2008,Half Full Glass Of Wine,Tame Impala,4:26,Australia,75,Half Full Glass Of Wine,['Tame Impala'],2008,2008-01-01,266920,0.711,0.685,0.0841
753,1578,106362,2008,Shut Up And Let Me Go,The Ting Tings,2:53,England,78,Shut Up and Let Me Go,['The Ting Tings'],2008,2008-07-29,171227,0.887,0.852,0.0581
754,1581,36173,2008,Pork And Beans,Weezer,3:09,USA,81,Pork And Beans,['Weezer'],2008,2008-01-01,189400,0.706,0.599,0.0339
755,1584,36181,2008,Re-Education (Through Labor),Rise Against,3:43,USA,84,Re-Education (Through Labor),['Rise Against'],2008,2008-01-01,222453,0.33799999999999997,0.243,0.102
756,1587,72549,2008,Another Way To Die,Jack White & Alicia Keys,4:24,USA,87,Another Way to Die,"['Jack White', 'Alicia Keys']",2007,2007-11-09,262240,0.41,0.42,0.179
757,1588,36172,2008,The Day That Never Comes,Metallica,7:56,USA,88,The Day That Never Comes,['Metallica'],2008,2008-09-12,476267,0.48,0.33399999999999996,0.0576
758,1589,17285,2008,Love Lockdown,Kanye West,4:31,USA,89,Love Lockdown,['Kanye West'],2008,2008-11-24,270307,0.11199999999999999,0.76,0.0323
759,1590,17565,2008,Fuck You,Lily Allen,3:43,England,90,Fuck You,['Lily Allen'],2009,2009-01-26,219893,0.84,0.775,0.0437
760,1592,89832,2008,Propane Nightmares,Pendulum,5:13,Australia,92,Propane Nightmares,['Pendulum'],2008,2008-05-09,313347,0.215,0.35600000000000004,0.0825
761,1601,17422,2009,Little   Lion Man,Mumford & Sons,4:07,England,1,Little Lion Man,['Mumford & Sons'],2009,2009-10-02,246973,0.461,0.517,0.0272
762,1604,17476,2009,Lisztomania,Phoenix,4:02,France,4,Lisztomania,['Phoenix'],2009,2009-05-25,241640,0.315,0.486,0.0852
763,1606,17445,2009,Bulletproof,La Roux,3:27,England,6,Bulletproof,['La Roux'],2009,2009-01-01,205733,0.682,0.674,0.0477
764,1608,122626,2009,Not Fair,Lily Allen,3:21,England,8,Not Fair,['Lily Allen'],2009,2009-01-26,202547,0.929,0.718,0.0376
765,1609,17458,2009,Uprising,Muse,5:03,England,9,Uprising,['Muse'],2009,2009-09-10,304840,0.41100000000000003,0.602,0.0775
766,1610,17421,2009,Dog Days Are Over,Florence And The Machine,4:07,England,10,Dog Days Are Over,['Florence + The Machine'],2009,2009,251840,0.245,0.4920000000000001,0.0847
767,1611,17519,2009,Heads Will Roll,Yeah Yeah Yeahs,3:41,USA,11,Heads Will Roll - A-Trak Remix,"['Yeah Yeah Yeahs', 'A-Trak']",2009,2009,383547,0.774,0.7440000000000001,0.0838
768,1612,107017,2009,Bonkers,Dizzee Rascal & Armand Van Helden,4:27,England,12,Bonkers,"['Dizzee Rascal', 'Armand Van Helden']",2011,2011-01-01,177573,0.74,0.624,0.22
769,1613,17443,2009,1901,Phoenix,3:13,France,13,1901,['Phoenix'],2009,2009-05-25,193107,0.705,0.591,0.0415
770,1615,17425,2009,Home,Edward Sharpe & The Magnetic Zeros,5:02,USA,15,Home,['Edward Sharpe & The Magnetic Zeros'],2009,2009-07-14,303200,0.13699999999999998,0.542,0.0318
771,1616,153404,2009,Heavy Cross,Gossip,4:03,USA,16,Heavy Cross,['Gossip'],2009,2009-06-22,242773,0.221,0.7929999999999999,0.0328
772,1617,73002,2009,Fire,Kasabian,4:13,England,17,Fire,['Kasabian'],2009,2009,252280,0.179,0.525,0.0311
773,1618,17935,2009,Shooting Stars,Bag Raiders,3:52,Australia,18,Shooting Stars,['Bag Raiders'],2011,2011-01-01,235813,0.425,0.636,0.0432
774,1619,55038,2009,Undisclosed Desires,Muse,3:56,England,19,Undisclosed Desires,['Muse'],2009,2009-09-10,235000,0.6409999999999999,0.6829999999999999,0.0323
775,1620,17470,2009,Sleepyhead,Passion Pit,2:55,USA,20,Sleepyhead,['Passion Pit'],2009,2009,174760,0.539,0.568,0.0354
776,1621,72892,2009,Fader,The Temper Trap,3:12,Australia,21,Fader,['The Temper Trap'],2009,2009-03-24,183907,0.16399999999999998,0.541,0.0346
777,1622,90171,2009,Cousins,Vampire Weekend,2:25,USA,22,Cousins,['Vampire Weekend'],2010,2010-01-12,145267,0.8079999999999999,0.499,0.20600000000000002
778,1623,138702,2009,Warp 1.9 (feat. Steve Aoki),The Bloody Beetroots,3:24,Italy,23,Warp 1.9 (feat. Steve Aoki),"['The Bloody Beetroots', 'Steve Aoki']",2009,2009-08-25,203731,0.406,0.654,0.264
779,1625,122715,2009,Zero,Yeah Yeah Yeahs,4:26,USA,25,Zero,['Yeah Yeah Yeahs'],2009,2009-01-01,265787,0.147,0.504,0.106
780,1626,36373,2009,Help I'm Alive,Metric,4:46,Canada,26,Help I'm Alive,['Metric'],2009,2009-04-14,285920,0.389,0.565,0.0614
781,1627,72856,2009,(If You're Wondering If I Want   You To) I Want You To,Weezer,3:29,England,27,(If You're Wondering If I Want You To) I Want You To,['Weezer'],2009,2009-11-03,208773,0.799,0.695,0.0392
782,1628,72994,2009,In For The Kill,La Roux,4:09,Australia,28,In For The Kill,['La Roux'],2009,2009-01-01,248627,0.905,0.629,0.0455
783,1634,17412,2009,Pursuit Of Happiness   (Nightmare) (feat. MGMT & Ratatat),Kid Cudi,4:55,Australia,34,Pursuit Of Happiness (Nightmare),"['Kid Cudi', 'MGMT', 'Ratatat']",2009,2009-09-15,295293,0.266,0.63,0.0414
784,1636,55149,2009,Resistance,Muse,5:47,USA,36,Resistance,['Muse'],2009,2009-09-10,346693,0.0916,0.467,0.0485
785,1638,17585,2009,Little Secrets,Passion Pit,3:59,USA,38,Little Secrets,['Passion Pit'],2009,2009,238973,0.6659999999999999,0.597,0.0419
786,1644,90077,2009,Rabbit Heart (Raise It Up),Florence And The Machine,3:52,England,44,Rabbit Heart (Raise It Up),['Florence + The Machine'],2009,2009,232147,0.389,0.607,0.0443
787,1645,89981,2009,Drumming Song,Florence And The Machine,3:44,England,45,Drumming Song,['Florence + The Machine'],2009,2009,223333,0.467,0.441,0.0456
788,1646,17591,2009,Blood Bank,Bon Iver,4:45,USA,46,Blood Bank,['Bon Iver'],2009,2009-01-20,285160,0.25,0.494,0.0331
789,1652,73073,2009,Horchata,Vampire Weekend,3:27,USA,52,Horchata,['Vampire Weekend'],2010,2010-01-12,206733,0.8370000000000001,0.8340000000000001,0.14
790,1653,17552,2009,Animal,Miike Snow,4:24,Sweden,53,Animal,['Miike Snow'],2009,2009-01-01,263427,0.654,0.774,0.0773
791,1654,36466,2009,Crying Lightning,Arctic Monkeys,3:45,England,54,Crying Lightning,['Arctic Monkeys'],2009,2009-08-25,224827,0.67,0.498,0.0461
792,1655,55094,2009,No You Girls,Franz Ferdinand,3:42,Scotland,55,No You Girls,['Franz Ferdinand'],2009,2009-01-23,220453,0.899,0.679,0.0297
793,1656,36471,2009,Islands,The xx,2:41,England,56,Islands,['The xx'],2009,2009-08-18,160720,0.7070000000000001,0.871,0.0756
794,1658,55101,2009,Love Lost,The Temper Trap,3:36,Australia,58,Love Lost,['The Temper Trap'],2009,2009-03-24,212320,0.34600000000000003,0.55,0.0341
795,1659,153485,2009,I'm Not Alone,Calvin Harris,3:32,Scotland,59,I'm Not Alone - Radio Edit,['Calvin Harris'],2009,2009-08-18,211733,0.4320000000000001,0.591,0.032
796,1660,108347,2009,22,Lily Allen,3:06,England,60,66,"['Lil Yachty', 'Trippie Redd']",2018,2018-03-09,153475,0.251,0.667,0.27
797,1661,17461,2009,Two Weeks,Grizzly Bear,4:03,USA,61,Two Weeks,['Grizzly Bear'],2009,2009-05-24,243160,0.7040000000000001,0.537,0.0286
798,1664,55043,2009,Blood,The Middle East,5:27,Australia,64,Blood,['The Middle East'],2009,2009-10-27,326920,0.122,0.475,0.0286
799,1668,138598,2009,Omen,The Prodigy,3:36,England,68,Omen,['The Prodigy'],2009,2009-02-23,216027,0.5579999999999999,0.545,0.0441
800,1669,90049,2009,Meet Me On The Equinox,Death Cab For Cutie,3:44,USA,69,Meet Me on the Equinox,['Death Cab for Cutie'],2009,2009-10-09,224133,0.496,0.486,0.0457
801,1670,36390,2009,My Girls,Animal Collective,5:41,USA,70,My Girls,['Animal Collective'],2009,2009-01-20,340787,0.555,0.508,0.0806
802,1676,89979,2009,11th Dimension,Julian Casablancas,4:06,USA,76,11th Dimension,['Julian Casablancas'],2009,2009-10-30,243333,0.369,0.574,0.0463
803,1678,153460,2009,Remember Me,Tame Impala,4:21,Australia,78,Remember Me,['Tame Impala'],2009,2009-01-01,261040,0.469,0.631,0.04
804,1681,17435,2009,The Cave,Mumford & Sons,3:38,England,81,The Cave,['Mumford & Sons'],2009,2009-10-02,217987,0.34600000000000003,0.595,0.0388
805,1682,90353,2009,Sometimes,Miami Horror,4:14,Australia,82,Sometimes,['Miami Horror'],2010,2010-08-20,253729,0.43,0.581,0.0335
806,1684,138709,2009,United States Of Eurasia   (+Collateral Damage),Muse,5:48,England,84,United States of Eurasia (+Collateral Damage),['Muse'],2009,2009-09-10,347813,0.0633,0.198,0.0441
807,1685,106503,2009,Underdog,Kasabian,4:38,England,85,Underdog,['Kasabian'],2009,2009,277467,0.653,0.526,0.0543
808,1689,72865,2009,D.O.A. (Death Of Auto-Tune),Jay-Z,4:15,USA,89,D.O.A. (Death Of Auto-Tune),['JAY-Z'],2009,2009-09-08,256387,0.4920000000000001,0.569,0.217
809,1690,55057,2009,Kiss With A Fist,Florence And The Machine,2:04,England,90,Kiss With A Fist,['Florence + The Machine'],2009,2009,123333,0.624,0.3670000000000001,0.13699999999999998
810,1691,73010,2009,I've Got Friends,Manchester Orchestra,4:58,USA,91,I've Got Friends,['Manchester Orchestra'],2009,2009-04-21,297493,0.35200000000000004,0.396,0.0544
811,1694,90144,2009,Blue Lips,Regina Spektor,3:32,USA,94,Blue Lips,['Regina Spektor'],2009,2009-06-09,211773,0.239,0.44799999999999995,0.0591
812,1695,36352,2009,Panic Switch,Silversun Pickups,5:44,USA,95,Panic Switch,['Silversun Pickups'],2009,2009-04-14,343907,0.5489999999999999,0.163,0.0725
813,1696,17550,2009,Ghosts 'n' Stuff (feat. Rob   Swire),deadmau5,3:15,Canada,96,Ghosts 'n' Stuff,"['deadmau5', 'Rob Swire']",2009,2009,328747,0.491,0.611,0.129
814,1698,36494,2009,New Fang,Them Crooked Vultures,3:49,USA,98,New Fang,['Them Crooked Vultures'],2009,2009-11-17,228639,0.752,0.278,0.0607
815,1700,55095,2009,Wheels,Foo Fighters,4:38,USA,100,Wheels,['Foo Fighters'],2009,2009-11-03,278213,0.557,0.426,0.0374
816,1701,17732,2010,Big Jet   Plane,Angus & Julia Stone,3:59,Australia,1,Big Jet Plane,['Angus & Julia Stone'],2010,2010-03-30,239147,0.273,0.762,0.0277
817,1702,110711,2010,Rock It,Little Red,3:30,Australia,2,Rockin' With Red,['Little Jimmy Dickens'],1949,1949,150133,0.8059999999999999,0.488,0.0471
818,1707,17656,2010,Fuck You,Cee-Lo Green,3:41,USA,7,Fuck You,['CeeLo Green'],2010,2010-11-09,222933,0.738,0.69,0.0566
819,1708,106901,2010,Tokyo (Vampires & Wolves),The Wombats,3:38,England,8,Tokyo (Vampires & Wolves),['The Wombats'],2011,2011-04-25,225527,0.5720000000000001,0.457,0.075
820,1714,17634,2010,Runaway (feat. Pusha T),Kanye West,9:08,USA,14,Runaway,"['Kanye West', 'Pusha T']",2010,2010-11-22,547733,0.111,0.374,0.109
821,1715,139634,2010,Barbra Streisand,Duck Sauce,3:39,USA,15,Barbra Streisand,"['Duck Sauce', 'A-Trak', 'Armand Van Helden']",2014,2014-04-15,264814,0.741,0.6940000000000001,0.335
822,1719,36557,2010,Crave You (feat. Giselle),Flight Facilities,4:11,Australia,19,Crave You - Adventure Club Remix,['Flight Facilities'],2010,2010-03-26,236931,0.0839,0.634,0.0997
823,1721,17674,2010,Undercover Martyn,Two Door Cinema Club,2:45,Ireland,21,Undercover Martyn,['Two Door Cinema Club'],2010,2010-02-17,167773,0.568,0.442,0.12300000000000001
824,1725,123019,2010,Eyes Wide Open,Gotye,3:07,Australia,25,Eyes Wide Open,['Gotye'],2011,2011-01-01,191253,0.643,0.597,0.0368
825,1726,55508,2010,Not In Love (feat. Robert   Smith),Crystal Castles,3:46,Canada,26,Not In Love - Radio Version,"['Crystal Castles', 'Robert Smith']",2011,2011-01-01,226987,0.19899999999999998,0.47700000000000004,0.0887
826,1730,138796,2010,O.N.E.,Yeasayer,5:24,USA,30,O.N.E.,['Yeasayer'],2010,2010,323560,0.392,0.611,0.0455
827,1731,90335,2010,Bloodbuzz Ohio,The National,4:32,USA,31,Bloodbuzz Ohio,['The National'],2010,2010-11-22,275933,0.684,0.39,0.0444
828,1732,17807,2010,Pumped Up Kicks,Foster The People,4:00,USA,32,Pumped Up Kicks,['Foster The People'],2011,2011-05-23,239600,0.965,0.733,0.0292
829,1733,55347,2010,Solitude Is Bliss,Tame Impala,3:56,Australia,33,Solitude Is Bliss,['Tame Impala'],2010,2010-05-21,235840,0.64,0.591,0.0642
830,1734,36633,2010,Punching In A Dream,The Naked And Famous,3:59,New Zealand,34,Punching In A Dream,['The Naked And Famous'],2010,2010,238133,0.16399999999999998,0.473,0.047
831,1736,36597,2010,Opposite Of Adults,Chiddy Bang,3:14,USA,36,Opposite of Adults,['Chiddy Bang'],2010,2010-10-12,191600,0.604,0.674,0.193
832,1737,90241,2010,Doncamatic (feat. Daley),Gorillaz,3:22,England,37,Doncamatic (feat. Daley),"['Gorillaz', 'Daley']",2010,2010-11-22,202067,0.968,0.893,0.055999999999999994
833,1738,17713,2010,Young Blood,The Naked And Famous,4:07,New Zealand,38,Young Blood,['The Naked And Famous'],2010,2010,246600,0.358,0.579,0.0302
834,1742,17642,2010,On Melancholy Hill,Gorillaz,3:54,England,42,On Melancholy Hill,['Gorillaz'],2010,2010-03-03,233867,0.578,0.6890000000000001,0.026000000000000002
835,1743,106684,2010,We No Speak Americano,Yolanda Be Cool & DCUP,4:30,Australia,43,We No Speak Americano (JT Radio Edit),"['Yolanda Be Cool', 'DCup', 'JT']",2010,2010-07-17,157438,0.737,0.902,0.0464
836,1744,139089,2010,Baptism,Crystal Castles,4:13,Canada,44,Baptism,['Crystal Castles'],2011,2011-01-01,251440,0.14300000000000002,0.6890000000000001,0.0422
837,1748,90281,2010,Witchcraft,Pendulum,4:13,Australia,48,Witchcraft,['Pendulum'],2010,2010-05-21,252787,0.182,0.42,0.0581
838,1751,168552,2010,Ambling Amp,Yeasayer,3:56,USA,51,Ambling Alp,['Yeasayer'],2010,2010,235440,0.391,0.5870000000000001,0.0816
839,1754,168619,2010,Holidays (feat. Alan Palomo),Miami Horror,4:27,Australia,54,Holidays (feat. Alan Palomo),"['Miami Horror', 'Alan Palomo']",2010,2010-08-20,268233,0.8320000000000001,0.667,0.0526
840,1755,73115,2010,Giving Up The Gun,Vampire Weekend,4:46,USA,55,Giving Up The Gun,['Vampire Weekend'],2010,2010-01-12,286160,0.746,0.637,0.0512
841,1757,168582,2010,Kickstarts,Example,3:02,England,57,Kickstarts,['Example'],2010,2010-06-18,181827,0.657,0.61,0.0573
842,1758,17775,2010,The Suburbs,Arcade Fire,5:15,Canada,58,The Suburbs,['Arcade Fire'],2010,2010,315200,0.528,0.616,0.0265
