,index_jjj,index_spotify,year_x,title,artist,duration,country,position of year,name,artists,year_y,release_date,duration_ms,valence,danceability,speechiness
340,622,34191,1999,"Right Here, Right Now",Fatboy Slim,5:56,England,23,"Right Here, Right Now",['Fatboy Slim'],1998,1998-01-01,387707,0.111,0.5720000000000001,0.10099999999999999
341,623,15446,1999,I Try,Macy Gray,3:57,USA,24,I Try,['Macy Gray'],1999,1999-07-03,239440,0.736,0.593,0.0299
342,626,53126,1999,Hey Boy Hey Girl,The Chemical Brothers,4:50,England,27,Hey Boy Hey Girl,['The Chemical Brothers'],1999,1999-01-01,290493,0.363,0.632,0.0531
343,628,120699,1999,Anthem For The Year 2000,Silverchair,4:08,Australia,29,Anthem for the Year 2000,['Silverchair'],1999,1999-03-08,247787,0.45399999999999996,0.325,0.0491
344,630,15407,1999,All The Small Things,Blink-182,2:53,USA,31,All The Small Things,['blink-182'],1999,1999-06-01,167067,0.684,0.434,0.0488
345,631,82917,1999,Heaven Coming Down,The Tea Party,4:01,Canada,32,Heavenly,['The Temptations'],1973,1973-01-01,236093,0.6609999999999999,0.419,0.028999999999999998
346,636,15512,1999,Around The World,Red Hot Chili Peppers,3:59,USA,37,Around the World,['Red Hot Chili Peppers'],1999,1999-06-08,238733,0.774,0.504,0.183
347,645,123566,1999,The Chemicals Between Us,Bush,3:38,England,46,The Chemicals Between Us,['Bush'],2014,2014-10-14,217493,0.39,0.512,0.16
348,646,34358,1999,Coffee & TV,Blur,5:59,England,47,Coffee and TV,['Blur'],1999,1999,358773,0.7070000000000001,0.743,0.0367
349,650,53161,1999,Army,Ben Folds Five,3:24,USA,51,Army,['Ben Folds Five'],1999,1999-04-27,203160,0.505,0.44299999999999995,0.049
350,652,70927,1999,Sexx Laws,Beck,3:40,USA,53,Sexx Laws,['Beck'],1999,1999,219240,0.8490000000000001,0.6459999999999999,0.0448
351,655,34454,1999,No Leaf Clover,Metallica,5:43,USA,56,No Leaf Clover - Live with the SFSO,['Metallica'],1999,1999-11-23,343200,0.387,0.24600000000000002,0.114
352,778,34454,2000,No Leaf Clover,Metallica,5:43,USA,79,No Leaf Clover - Live with the SFSO,['Metallica'],1999,1999-11-23,343200,0.387,0.24600000000000002,0.114
353,656,34398,1999,Tender,Blur,7:41,England,57,Tender,['Blur'],1999,1999,461947,0.529,0.5870000000000001,0.0276
354,659,87950,1999,Touched,VAST,3:58,USA,60,Touched,['Vast'],1998,1998,238040,0.133,0.522,0.0722
355,662,15523,1999,Canned Heat,Jamiroquai,5:32,England,63,Canned Heat,['Jamiroquai'],1999,1999-06-08,331760,0.78,0.7,0.133
356,666,153490,1999,Beautiful Stranger,Madonna,4:22,USA,67,Beautiful Stranger,['Madonna'],2009,2009-09-18,260760,0.28600000000000003,0.52,0.0288
357,668,70933,1999,"Starfuckers, Inc.",Nine Inch Nails,5:00,USA,69,"Starfuckers, Inc.",['Nine Inch Nails'],1999,1999-09-21,300227,0.3,0.488,0.0635
358,672,151604,1999,Pumping On Your Stereo,Supergrass,3:20,England,73,Pumping On Your Stereo,['Supergrass'],1999,1999-01-01,200267,0.243,0.442,0.0688
359,675,15244,1999,What It's Like,Everlast,5:04,USA,76,What It's Like,['Everlast'],1998,1998-09-08,303133,0.405,0.6779999999999999,0.0281
360,676,11375,1999,Sun Is Shining,Bob Marley vs. Funkstar De Luxe,3:54,Jamaica,77,Sun Is Shining,['Bob Marley & The Wailers'],1978,1978,298507,0.614,0.785,0.0514
361,677,34279,1999,My Favourite Game,The Cardigans,3:37,Sweden,78,My Favourite Game,['The Cardigans'],1998,1998-01-01,220468,0.424,0.586,0.0303
362,678,88131,1999,Bodyrock,Moby,3:37,USA,79,Bodyrock,['Moby'],1999,1999-05-17,216440,0.355,0.655,0.0445
363,679,105903,1999,Sing It Back,Moloko,4:39,England,80,Sing It Back - Boris Dlugosch Mix,"['Moloko', 'Boris Dlugosch', 'Michael Lange']",2006,2006-07-17,278000,0.966,0.7609999999999999,0.0339
364,684,34380,1999,Steal My Kisses,Ben Harper & The Innocent Criminals,4:05,USA,85,Steal My Kisses,['Ben Harper And The Innocent Criminals'],1999,1999-09-21,245360,0.87,0.914,0.113
365,685,15302,1999,Blue Monday,Orgy,4:29,USA,86,Blue Monday,['Orgy'],1998,1998-08-18,267000,0.938,0.589,0.034
366,687,70996,1999,Run On,Moby,3:45,USA,88,Run On,['Moby'],1999,1999-05-17,225133,0.537,0.768,0.1
367,688,34012,1999,Nice Guys Finish Last,Green Day,2:49,USA,89,Nice Guys Finish Last,['Green Day'],1997,1997-10-14,168867,0.777,0.494,0.0705
368,692,15373,1999,Waltz #2 (XO),Elliott Smith,4:40,USA,93,Waltz #2 (XO),['Elliott Smith'],1998,1998-01-01,280107,0.66,0.633,0.0255
369,696,15213,1999,The Kids Aren't Alright,The Offspring,3:00,USA,97,The Kids Aren't Alright,['The Offspring'],1998,1998-11-16,180160,0.7659999999999999,0.523,0.0337
370,697,15259,1999,Every Morning,Sugar Ray,3:40,USA,98,Every Morning,['Sugar Ray'],1998,1998-12-23,219867,0.975,0.833,0.0365
371,700,104786,2000,My   Happiness,Powderfinger,4:37,Australia,1,My Happiness,['Powderfinger'],2000,2000-01-01,276627,0.48700000000000004,0.445,0.0302
372,701,15642,2000,Beautiful Day,U2,4:06,Ireland,2,Beautiful Day,['U2'],2000,2000-01-01,246400,0.45399999999999996,0.539,0.0499
373,703,15528,2000,Teenage Dirtbag,Wheatus,4:02,USA,4,Teenage Dirtbag,['Wheatus'],1999,1999-02-15,241667,0.633,0.625,0.0495
374,704,15606,2000,Yellow,Coldplay,4:29,England,5,Yellow,['Coldplay'],2000,2000-07-10,266773,0.285,0.429,0.0281
375,705,34581,2000,Frontier Psychiatrist,The Avalanches,4:50,Australia,6,Frontier Psychiatrist,['The Avalanches'],2000,2000-01-01,288347,0.4370000000000001,0.711,0.218
376,706,15410,2000,Californication,Red Hot Chili Peppers,5:30,USA,7,Californication,['Red Hot Chili Peppers'],1999,1999-06-08,329733,0.32799999999999996,0.5920000000000001,0.027000000000000003
377,707,53147,2000,Generator,Foo Fighters,3:49,USA,8,Generator,['Foo Fighters'],1999,1999-11-02,227560,0.593,0.46799999999999997,0.040999999999999995
378,709,34570,2000,Bohemian Like You,The Dandy Warhols,3:32,USA,10,Bohemian Like You,['The Dandy Warhols'],2000,2000-01-01,211707,0.6940000000000001,0.584,0.0344
379,712,15462,2000,Sleep Now In The Fire,Rage Against The Machine,3:26,USA,13,Sleep Now In the Fire,['Rage Against The Machine'],1999,1999-11-02,205600,0.539,0.426,0.0701
380,713,34539,2000,Minority,Green Day,2:49,USA,14,Minority,['Green Day'],2000,2000-10-03,168227,0.708,0.551,0.0452
381,717,53020,2000,Stacked Actors,Foo Fighters,4:17,USA,18,Stacked Actors,['Foo Fighters'],1999,1999-11-02,256440,0.67,0.502,0.05
382,719,53352,2000,Not The Same,Bodyjar,3:09,Australia,20,Not the Same,['Bodyjar'],2000,2000-08-21,188960,0.324,0.46799999999999997,0.136
383,720,15781,2000,My Generation,Limp Bizkit,3:41,USA,21,My Generation,['Limp Bizkit'],2000,2000-10-17,221000,0.342,0.45799999999999996,0.191
384,721,15549,2000,Porcelain,Moby,4:01,USA,22,Porcelain,['Moby'],1999,1999-05-17,241173,0.332,0.297,0.0336
385,726,15684,2000,Take A Look Around,Limp Bizkit,5:21,USA,27,Take A Look Around,['Limp Bizkit'],2000,2000-10-17,321040,0.512,0.425,0.046
386,728,34443,2000,Sour Girl,Stone Temple Pilots,4:16,USA,29,Sour Girl,['Stone Temple Pilots'],1999,1999-10-08,256253,0.737,0.39399999999999996,0.0295
387,730,70879,2000,Why Does It Always Rain On Me?,Travis,4:23,Scotland,31,Why Does It Always Rain On Me?,['Travis'],1999,1999-01-01,265000,0.371,0.4970000000000001,0.0269
388,733,15652,2000,Judith,A Perfect Circle,4:07,USA,34,Judith,['A Perfect Circle'],2000,2000-01-01,247267,0.304,0.366,0.0568
389,735,15758,2000,(Rock) Superstar,Cypress Hill,4:39,USA,36,(Rock) Superstar,['Cypress Hill'],2000,2000-04-25,276867,0.722,0.797,0.259
390,739,15808,2000,Last Resort,Papa Roach,3:23,USA,40,Last Resort,['Papa Roach'],2001,2001-04-25,199907,0.6920000000000001,0.589,0.0603
391,740,104782,2000,Penguins & Polarbears,Millencolin,2:54,Sweden,41,Penguins & Polarbears,['Millencolin'],2000,2000-02-22,173360,0.5479999999999999,0.368,0.127
392,741,15708,2000,Everything In Its Right Place,Radiohead,4:11,England,42,Everything In Its Right Place,['Radiohead'],2000,2000-10-01,251427,0.0623,0.293,0.0453
393,744,151681,2000,The Time Is Now,Moloko,4:29,England,45,The Time Is Now,['Moloko'],2000,2000-10-31,318280,0.546,0.682,0.165
394,745,15485,2000,Take A Picture,Filter,6:04,USA,46,Take a Picture,['Filter'],1999,1999-08-24,363800,0.271,0.541,0.0297
395,748,136806,2000,Get Off,The Dandy Warhols,3:11,USA,49,Get Off,['The Dandy Warhols'],2000,2000-01-01,190960,0.654,0.45799999999999996,0.0336
396,750,34661,2000,Original Prankster,The Offspring,3:41,USA,51,Original Prankster,"['The Offspring', 'Redman']",2000,2000-11-14,220947,0.961,0.664,0.0334
397,753,34632,2000,Man Overboard,Blink-182,2:47,USA,54,Man Overboard,['blink-182'],2000,2000,166733,0.612,0.218,0.0602
398,754,121441,2000,The Great Beyond,R.E.M.,5:07,USA,55,The Great Beyond,['R.E.M.'],2003,2003-01-01,307000,0.177,0.32899999999999996,0.0297
399,756,167816,2000,I See You Baby,Groove Armada,3:54,England,57,I See You Baby - Fatboy Slim Radio Edit,"['Groove Armada', ""Gram'ma Funk""]",2006,2006-01-01,210120,0.655,0.5820000000000001,0.154
400,761,70871,2000,Fast As You Can,Fiona Apple,4:40,USA,62,Fast As You Can,['Fiona Apple'],1999,1999-11-09,278267,0.531,0.46,0.0444
401,762,15737,2000,Shiver,Coldplay,5:00,England,63,Shiver,['Coldplay'],2000,2000-07-10,304200,0.28600000000000003,0.396,0.0487
402,763,88237,2000,Black Jesus,Everlast,4:22,USA,64,Black Jesus,['Everlast'],2000,2000-10-17,281613,0.594,0.7390000000000001,0.0831
403,767,88315,2000,Heaven Is A Halfpipe,OPM,4:18,USA,68,Heaven Is a Halfpipe (If I Die),['OPM'],2000,2000-01-01,257427,0.77,0.743,0.0349
404,768,104831,2000,Responsibility,MxPx,2:40,USA,69,Responsibility,['MxPx'],2000,2000-01-01,159893,0.92,0.34600000000000003,0.0646
405,774,15483,2000,Wait And Bleed,Slipknot,2:28,USA,75,Wait and Bleed,['Slipknot'],1999,1999-06-12,147840,0.327,0.382,0.10400000000000001
406,775,120973,2000,Bottles To The Ground,NOFX,2:20,USA,76,Bottles To The Ground,['NOFX'],2000,2000-06-13,140333,0.5670000000000001,0.39899999999999997,0.0656
407,776,88024,2000,Maria,Rage Against The Machine,3:48,USA,77,Maria,['Rage Against The Machine'],1999,1999-11-02,228093,0.618,0.27699999999999997,0.0883
408,777,71130,2000,Stand Inside Your Love,The Smashing Pumpkins,4:15,USA,78,Stand Inside Your Love,['The Smashing Pumpkins'],2000,2000-02-29,254493,0.381,0.271,0.0327
409,780,15586,2000,Make Me Bad,Korn,3:56,USA,81,Make Me Bad,['Korn'],1999,1999-11-09,235613,0.41700000000000004,0.532,0.0499
410,781,70957,2000,Sunburn,Muse,3:55,England,82,Sunburn,['Muse'],1999,1999,233733,0.322,0.474,0.0842
411,783,34585,2000,I Disappear,Metallica,4:27,USA,84,I Disappear,['Metallica'],2000,2000-04-19,266240,0.447,0.534,0.047
412,784,33421,2000,Nothing As It Seems,Pearl Jam,5:23,USA,85,Nothingman - Remastered,['Pearl Jam'],1994,1994-11-22,274440,0.15,0.27399999999999997,0.0304
413,786,53207,2000,Music,Madonna,3:45,USA,87,Music,['Madonna'],2000,2000-09-19,225973,0.871,0.736,0.0663
414,787,120915,2000,Rome Wasn't Built In A Day,Morcheeba,3:35,England,88,Rome Wasn't Built in a Day,['Morcheeba'],2000,2000-07-10,214720,0.6890000000000001,0.61,0.0305
415,789,71216,2000,Good Fortune,PJ Harvey,3:20,England,90,Good Fortune,['PJ Harvey'],2000,2000-01-01,200200,0.561,0.552,0.0329
416,794,15661,2000,Renegades Of Funk,Rage Against The Machine,4:36,USA,95,Renegades Of Funk,['Rage Against The Machine'],2000,2000-12-05,274160,0.769,0.6509999999999999,0.0577
417,817,15661,2001,Renegades Of Funk,Rage Against The Machine,4:36,USA,18,Renegades Of Funk,['Rage Against The Machine'],2000,2000-12-05,274160,0.769,0.6509999999999999,0.0577
418,799,34630,2000,Warning,Green Day,3:43,USA,100,Warning,['Green Day'],2000,2000-10-03,221667,0.892,0.728,0.0294
419,800,170658,2001,Amazing,Alex Lloyd,3:23,Australia,1,Amazing,['Alex Lloyd'],2001,2001-09-17,203000,0.6,0.527,0.0303
420,802,15810,2001,Chop Suey!,System Of A Down,3:31,USA,3,Chop Suey!,['System Of A Down'],2001,2001-09-04,210240,0.28600000000000003,0.419,0.12
421,803,53535,2001,Where's Your Head At,Basement Jaxx,4:44,England,4,Where's Your Head At,['Basement Jaxx'],2001,2001-06-25,285533,0.401,0.603,0.0299
422,805,15824,2001,Smooth Criminal,Alien Ant Farm,3:29,USA,6,Smooth Criminal,['Alien Ant Farm'],2001,2001-01-01,209267,0.87,0.653,0.0582
423,806,15809,2001,Island In The Sun,Weezer,3:19,USA,7,Island In The Sun,['Weezer'],2001,2001-05-15,200307,0.6609999999999999,0.654,0.0288
424,807,15770,2001,Since I Left You,The Avalanches,4:18,Australia,8,Since I Left You,['The Avalanches'],2000,2000-01-01,261000,0.478,0.516,0.0644
425,808,15811,2001,Clint Eastwood (feat. Del The Funky Homosapien),Gorillaz,5:44,England,9,Clint Eastwood,['Gorillaz'],2001,2001,340920,0.524,0.6629999999999999,0.172
426,809,15848,2001,Short Skirt/Long Jacket,Cake,3:24,USA,10,Short Skirt / Long Jacket,['Cake'],2001,2001-07-23,204133,0.8809999999999999,0.778,0.0451
427,810,104985,2001,Cherry Lips (Go Baby Go!),Garbage,3:12,USA,11,Cherry Lips (Go Baby Go),['Garbage'],2001,2001-01-01,191904,0.9640000000000001,0.909,0.0424
428,811,15834,2001,Last Nite,The Strokes,3:18,USA,12,Last Nite,['The Strokes'],2001,2001-07-30,193373,0.797,0.624,0.0295
429,813,15843,2001,Schism,Tool,6:48,USA,14,Schism,['TOOL'],2001,2001-05-15,403533,0.191,0.5670000000000001,0.0302
430,814,15958,2001,19-2000,Gorillaz,3:30,England,15,19-2000,['Gorillaz'],2001,2001,210880,0.946,0.815,0.0536
431,816,71332,2001,Rockin' The Suburbs,Ben Folds,4:59,USA,17,Rockin' the Suburbs,['Ben Folds'],2001,2001-09-11,298533,0.636,0.614,0.0666
432,819,15875,2001,Hash Pipe,Weezer,3:06,USA,20,Hash Pipe,['Weezer'],2001,2001-05-15,186533,0.623,0.578,0.044000000000000004
433,820,72369,2001,Weapon Of Choice,Fatboy Slim,5:46,England,21,Weapon Of Choice,['Fatboy Slim'],2006,2006-01-01,219813,0.9590000000000001,0.626,0.057
434,822,34621,2001,This Mess We're In (feat. Thom   Yorke),PJ Harvey,3:57,England,23,This Mess We're In,"['PJ Harvey', 'Thom Yorke']",2000,2000-01-01,235840,0.406,0.541,0.0277
435,825,53419,2001,Little L,Jamiroquai,4:55,England,26,Little L,['Jamiroquai'],2001,2001-09-11,295400,0.904,0.878,0.129
436,831,88941,2001,Special K,Placebo,3:52,England,32,Special Needs,['Placebo'],2003,2003-03-24,315987,0.0412,0.301,0.0332
437,1094,88941,2003,Special Needs,Placebo,5:16,England,95,Special Needs,['Placebo'],2003,2003-03-24,315987,0.0412,0.301,0.0332
438,832,137108,2001,Getting Away With It (All   Messed Up),James,4:26,England,33,Getting Away With It (All Messed Up),['James'],2001,2001-01-01,265000,0.15,0.518,0.0267
439,834,15511,2001,Thank You,Dido,3:38,England,35,Thank You,['Dido'],1999,1999-06-01,217827,0.738,0.722,0.0415
440,835,34824,2001,Pyramid Song,Radiohead,4:49,England,36,Pyramid Song,['Radiohead'],2001,2001-03-12,288733,0.0686,0.127,0.0329
441,837,71424,2001,Crystal,New Order,6:51,England,38,Crystal,['New Order'],2001,2001-06-18,410027,0.248,0.517,0.0308
442,839,53233,2001,Elevation (Tomb Raider Mix),U2,3:36,Ireland,40,Elevation,['U2'],2000,2000-01-01,226133,0.418,0.581,0.0361
443,847,88389,2001,Superstylin',Groove Armada,3:45,England,48,Superstylin',['Groove Armada'],2001,2001-07-11,360427,0.9279999999999999,0.743,0.0557
444,848,15924,2001,Parabola,Tool,6:04,USA,49,Parabola,['TOOL'],2001,2001-05-15,363680,0.294,0.314,0.105
445,853,15868,2001,The Rock Show,Blink-182,2:53,USA,54,The Rock Show,['blink-182'],2001,2001,171600,0.83,0.41,0.0869
446,854,15618,2001,One Step Closer,Linkin Park,2:36,USA,55,One Step Closer,['Linkin Park'],2000,2000-10-24,157333,0.5379999999999999,0.4920000000000001,0.0491
447,857,15907,2001,Bleed American,Jimmy Eat World,3:02,USA,58,Bleed American,['Jimmy Eat World'],2001,2001-07-17,181493,0.584,0.43799999999999994,0.094
448,858,15926,2001,Hard To Explain,The Strokes,3:48,USA,59,Hard To Explain,['The Strokes'],2001,2001-07-30,224333,0.667,0.408,0.0578
449,859,104858,2001,Pattern Against User,At The Drive-In,3:18,USA,60,Pattern Against User,['At The Drive In'],2000,2000,197813,0.231,0.298,0.368
450,860,15838,2001,One More Time,Daft Punk,5:21,France,61,One More Time,['Daft Punk'],2001,2001-03-07,320357,0.47600000000000003,0.611,0.133
451,861,88525,2001,You Give Me Something,Jamiroquai,3:20,England,62,You Give Me Something,['Jamiroquai'],2001,2001-09-11,199600,0.579,0.639,0.264
452,949,88525,2002,You Give Me Something,Jamiroquai,3:20,England,50,You Give Me Something,['Jamiroquai'],2001,2001-09-11,199600,0.579,0.639,0.264
453,863,71346,2001,Hotel Yorba,The White Stripes,2:10,USA,64,Hotel Yorba,['The White Stripes'],2001,2001-07-03,130333,0.765,0.385,0.0943
454,865,65041,2001,New York City Cops,The Strokes,3:36,USA,66,New York City,['The Statler Brothers'],1970,1970-10-13,171667,0.759,0.493,0.0296
455,869,53540,2001,Links 2-3-4,Rammstein,3:37,Germany,70,Links 2 3 4,['Rammstein'],2001,2001-04-02,216733,0.649,0.624,0.0479
456,872,34811,2001,Plug In Baby,Muse,3:40,England,73,Plug in Baby,['Muse'],2001,2001,218000,0.349,0.408,0.05
457,873,53487,2001,Knives Out,Radiohead,4:15,England,74,Knives Out,['Radiohead'],2001,2001-03-12,254867,0.184,0.433,0.0337
458,874,88388,2001,My Friend,Groove Armada,5:02,England,75,My Friend,['Groove Armada'],2001,2001-07-11,300267,0.153,0.473,0.158
459,875,136906,2001,Radio,The Avalanches,4:52,Australia,76,Radio,['The Avalanches'],2000,2000-01-01,261960,0.501,0.595,0.14800000000000002
460,878,104904,2001,Imitation Of Life,R.E.M.,3:57,USA,79,Imitation Of Life,['R.E.M.'],2001,2001-01-01,236627,0.439,0.461,0.0318
461,879,71349,2001,Bliss,Muse,4:13,England,80,Bliss,['Muse'],2001,2001,251147,0.251,0.447,0.047
462,880,15441,2001,Butterfly,Crazy Town,3:37,USA,81,Butterfly,['Crazy Town'],1999,1999-11-04,216733,0.609,0.736,0.081
463,884,121005,2001,Invalid Litter Dept.,At The Drive-In,6:05,USA,85,Invalid Litter Dept.,['At The Drive In'],2000,2000,365280,0.419,0.3720000000000001,0.136
464,888,53565,2001,New Born,Muse,6:04,England,89,New Born,['Muse'],2001,2001,363267,0.18600000000000005,0.23800000000000002,0.0912
465,890,15822,2001,Fat Lip,Sum 41,2:58,Canada,91,Fat Lip,['Sum 41'],2001,2001-01-01,178267,0.626,0.402,0.142
466,891,15994,2001,Run,george,4:18,Australia,92,Run,['George Strait'],2001,2001-01-01,245427,0.295,0.544,0.0326
467,892,151884,2001,The Shame Of Life,Butthole Surfers,3:54,USA,93,The Shame of Life,['Butthole Surfers'],2001,2001-08-28,234787,0.617,0.605,0.0428
468,894,15918,2001,Little Things,Good Charlotte,3:24,USA,95,Little Things,['Good Charlotte'],2001,2001-01-14,203027,0.7040000000000001,0.6859999999999999,0.159
469,895,15951,2001,Fuck Authority,Pennywise,3:16,USA,96,Fuck Authority,['Pennywise'],2001,2001-06-19,196120,0.7909999999999999,0.45,0.0504
470,900,16038,2002,No One   Knows,Queens Of The Stone Age,4:39,USA,1,No One Knows,['Queens of the Stone Age'],2002,2002,278707,0.637,0.507,0.0641
471,904,34935,2002,Get Free,The Vines,2:07,Australia,5,Get Free,['The Vines'],2002,2002-01-01,126573,0.603,0.502,0.0649
472,906,16614,2002,Lose Yourself,Eminem,5:20,USA,7,"Lose Yourself - From ""8 Mile"" Soundtrack",['Eminem'],2005,2005-12-06,326467,0.0612,0.6920000000000001,0.257
473,908,16052,2002,By The Way,Red Hot Chili Peppers,3:38,USA,9,By the Way,['Red Hot Chili Peppers'],2002,2002-07-09,216933,0.198,0.451,0.107
474,911,16189,2002,You Know You're Right,Nirvana,3:38,USA,12,You Know You're Right,['Nirvana'],2002,2002-10-29,217000,0.344,0.289,0.106
475,912,16043,2002,All My Life,Foo Fighters,4:25,USA,13,All My Life,['Foo Fighters'],2002,2002-10-22,263440,0.637,0.5770000000000001,0.0495
476,915,16098,2002,The Zephyr Song,Red Hot Chili Peppers,3:53,USA,16,The Zephyr Song,['Red Hot Chili Peppers'],2002,2002-07-09,231933,0.40299999999999997,0.725,0.0337
477,916,16008,2002,Without Me,Eminem,4:50,USA,17,Without Me,['Eminem'],2002,2002-05-26,290320,0.662,0.9079999999999999,0.0738
478,917,15814,2002,Toxicity,System Of A Down,3:39,USA,18,Toxicity,['System Of A Down'],2001,2001-09-04,218933,0.48100000000000004,0.413,0.0535
479,919,16076,2002,Cochise,Audioslave,3:42,USA,20,Cochise,['Audioslave'],2002,2002-11-17,222027,0.433,0.452,0.0613
480,922,16097,2002,Times Like These,Foo Fighters,4:26,USA,23,Times Like These,['Foo Fighters'],2002,2002-10-22,265560,0.266,0.376,0.0879
481,923,105071,2002,Keep Fishin',Weezer,2:54,USA,24,Keep Fishin',['Weezer'],2002,2002-05-14,172267,0.721,0.354,0.0469
482,927,71469,2002,I Am Mine,Pearl Jam,3:36,USA,28,I Am Mine,['Pearl Jam'],2002,2002-11-08,215333,0.489,0.32299999999999995,0.0321
483,932,15686,2002,Hate To Say I Told You So,The Hives,3:22,Sweden,33,Hate To Say I Told You So,['The Hives'],2000,2000,199760,0.37799999999999995,0.451,0.0549
484,936,15829,2002,Aerials,System Of A Down,3:58,USA,37,Aerials,['System Of A Down'],2001,2001-09-04,235053,0.22699999999999998,0.364,0.0566
485,938,16128,2002,In My Place,Coldplay,3:49,England,39,In My Place,['Coldplay'],2002,2002-08-08,226680,0.193,0.424,0.0278
486,943,88725,2002,God Is In The Radio,Queens Of The Stone Age,6:05,USA,44,God Is In The Radio,['Queens of the Stone Age'],2002,2002,364925,0.381,0.521,0.046
487,945,105227,2002,Rock Star,N*E*R*D,4:20,USA,46,Rockstar,['N.E.R.D'],2002,2002-03-12,259493,0.61,0.662,0.141
488,947,16099,2002,Go With The Flow,Queens Of The Stone Age,3:07,USA,48,Go With The Flow,['Queens of the Stone Age'],2002,2002,187120,0.374,0.242,0.0988
489,948,35016,2002,What's Golden,Jurassic 5,3:11,USA,49,What's Golden,['Jurassic 5'],2002,2002-01-01,188600,0.7859999999999999,0.833,0.16399999999999998
490,955,53733,2002,First It Giveth,Queens Of The Stone Age,3:18,USA,56,First It Giveth,['Queens of the Stone Age'],2002,2002,198387,0.38,0.44799999999999995,0.10099999999999999
491,956,121028,2002,Love Foolosophy,Jamiroquai,3:46,England,57,Love Foolosophy (with Beverley Knight) - Radio Edit,"['Jamiroquai', 'Beverley Knight']",2001,2001-09-11,224493,0.8959999999999999,0.799,0.0749
492,959,35074,2002,A Little Less Conversation,Elvis vs. JXL,3:33,USA,60,A Little Less Conversation - JXL Radio Edit Remix,"['Elvis Presley', 'Junkie XL']",2002,2002-08-01,211507,0.7170000000000001,0.597,0.0502
493,960,88757,2002,We Are All Made Of Stars,Moby,4:33,USA,61,We Are All Made Of Stars,['Moby'],2002,2002-05-02,273213,0.368,0.623,0.0267
494,967,137131,2002,Whatever Happened To My Rock   'n' Roll (Punk Song),Black Rebel Motorcycle Club,4:39,USA,68,Whatever Happened To My Rock 'N' Roll (Punk Song),['Black Rebel Motorcycle Club'],2001,2001-01-01,278160,0.102,0.17600000000000002,0.0798
495,968,16028,2002,Clocks,Coldplay,5:08,England,69,Clocks,['Coldplay'],2002,2002-08-08,307880,0.255,0.5770000000000001,0.0279
496,1004,16028,2003,Clocks (Röyksopp Trembling   Heart Mix),Coldplay,5:46,England,5,Clocks,['Coldplay'],2002,2002-08-08,307880,0.255,0.5770000000000001,0.0279
497,971,16044,2002,Show Me How To Live,Audioslave,4:38,USA,72,Show Me How to Live,['Audioslave'],2002,2002-11-17,277840,0.368,0.433,0.0483
498,972,105145,2002,Dope Nose,Weezer,2:17,USA,73,Dope Nose,['Weezer'],2002,2002-05-14,137400,0.8190000000000001,0.41600000000000004,0.0512
499,980,35119,2002,"You Think I Ain't Worth A   Dollar, But I Feel Like A Millionaire",Queens Of The Stone Age,3:13,USA,81,"You Think I Ain't Worth A Dollar, But I Feel Like A Millionaire",['Queens of the Stone Age'],2002,2002,192573,0.607,0.478,0.105
500,983,137245,2002,Little By Little,Oasis,4:53,England,84,Little By Little,['Oasis'],2002,2002-07-01,292853,0.141,0.405,0.0273
501,984,152083,2002,Star Guitar,The Chemical Brothers,6:27,England,85,Star Guitar,['The Chemical Brothers'],2002,2002-01-01,387173,0.36,0.4920000000000001,0.0472
502,985,16050,2002,Cleanin' Out My Closet,Eminem,4:58,USA,86,Cleanin' Out My Closet,['Eminem'],2002,2002-05-26,297840,0.87,0.9079999999999999,0.174
503,986,34952,2002,Innervision,System Of A Down,2:35,USA,87,Innervision,['System Of A Down'],2002,2002-11-26,153773,0.23199999999999998,0.446,0.0989
504,989,166884,2002,Silent Sigh,Badly Drawn Boy,4:45,England,90,Silent Sigh,['Badly Drawn Boy'],2002,2002-04-08,284707,0.5489999999999999,0.598,0.0252
505,992,121283,2002,A Sorta Fairytale,Tori Amos,5:30,USA,93,A Sorta Fairytale,['Tori Amos'],2002,2002-10-28,328600,0.888,0.605,0.0433
506,999,53653,2002,A Rush Of Blood To The Head,Coldplay,5:51,England,100,A Rush of Blood to the Head,['Coldplay'],2002,2002-08-08,351400,0.11599999999999999,0.525,0.0255
507,1000,16223,2003,Are You   Gonna Be My Girl?,Jet,3:34,Australia,1,Are You Gonna Be My Girl,['Jet'],2003,2003-09-15,213800,0.537,0.613,0.0855
508,1001,16207,2003,Hey Ya!,Outkast,3:55,USA,2,Hey Ya! - Radio Mix,['OutKast'],2003,2003,235213,0.965,0.727,0.0664
509,1002,16214,2003,Seven Nation Army,The White Stripes,3:52,USA,3,Seven Nation Army,['The White Stripes'],2003,2003-04-01,231733,0.321,0.726,0.0799
510,1005,50007,2003,Hello,The Cat Empire,3:44,Australia,6,Hello Again,['The Cars'],1984,1984-03-13,228867,0.914,0.861,0.0464
511,1012,71696,2003,We Used To Be Friends,The Dandy Warhols,3:20,USA,13,We Used To Be Friends,['The Dandy Warhols'],2003,2003-01-01,199960,0.594,0.7120000000000001,0.0266
512,1013,35190,2003,The Hardest Button To Button,The White Stripes,3:33,USA,14,The Hardest Button to Button,['The White Stripes'],2003,2003-04-01,212427,0.5529999999999999,0.693,0.0675
513,1016,35199,2003,Taylor,Jack Johnson,3:59,USA,17,Taylor,['Jack Johnson'],2003,2003-01-01,239280,0.569,0.805,0.147
